Timestamp,"Considerando sua última experiência com essas características, ela foi Obrigatória ou Opcional?",Qual é a sua idade?,Com qual gênero você se identifica?,Em que Estado você reside? ,Qual é o seu mais alto grau de instrução?,Qual seu tempo total de experiência na engenharia de software?,Qual das alternativas abaixo descreve seu nível profissional atual?,Quantos funcionários a empresa possui? ,Qual é a sua principal área de atuação na engenharia de software no momento? , [Entendi como o experiência de aprendizado se conectou com os objetivos da empresa.]," [Tive o apoio e os recursos necessários (tempo, tecnologia, suporte) da empresa para realizar esta experiência de aprendizado.]", [O conteúdo da experiência de aprendizado atendeu às necessidades da minha função.], [O conteúdo da experiência de aprendizado foi adaptado ao meu nível de experiência.], [Minha opinião foi considerada na criação da experiência de aprendizado que participei.]," [A carga horária desta experiência de aprendizado prejudicou meu tempo pessoal (descanso, vida social).]", [A experiência de aprendizado foi importante para me manter competitivo(a) no mercado.], [O que aprendi na experiência de aprendizado me motivou a buscar novos conhecimentos.], [A liderança da minha área incentivou ativamente minha participação na experiência de aprendizado.], [Tive tempo suficiente durante o expediente para participar da experiência de aprendizado e estudar.], [Participei desta experiência de aprendizado mais por obrigação do que por interesse no conteúdo.]," [A empresa ofereceu incentivos claros para a participação nesta experiência de aprendizado (ex: bônus, folgas, ressarcimento de custos, pontuação em avaliação de desempenho).]"," [A empresa costuma reconhecer os funcionários que se desenvolvem e concluem treinamentos (ex: através de certificados, elogios públicos, comunicados).]", [A experiência de aprendizado que participei foi bem organizado e estruturado.], [Os materiais que recebi para a experiência de aprendizado foram úteis.], [O ambiente da experiência de aprendizado (físico ou virtual) foi adequado para o aprendizado.], [A explicação do instrutor foi clara e fácil de entender.], [A atuação do instrutor foi fundamental para o meu aprendizado e motivação.], [As atividades durante a experiência de aprendizado foram interessantes e variadas.], [A experiência de aprendizado continha uma parte relevante dedicada ao desenvolvimento de soft skills (habilidades comportamentais).], [Fiquei satisfeito(a) com a qualidade da experiência de aprendizado que participei.], [A experiência de aprendizado me ajudou a desenvolver meu raciocínio para resolver problemas.], [Aplicar o que aprendi na experiência de aprendizado melhorou meu desempenho.], [Consigo aplicar no meu trabalho o que aprendi na experiência de aprendizado.], [O que aprendi na experiência de aprendizado me deu mais autonomia no trabalho.], [O suporte da minha liderança foi um incentivo para eu aplicar o que aprendi.], [A experiência de aprendizado que realizei abriu oportunidades de crescimento na empresa (promoção ou aumento salarial).],Qual foi a experiência de aprendizado mais útil que você já fez? Por quê?,"Se você pudesse sugerir uma melhoria nos processos de aprendizado, qual seria?",Column 39,Soube quem na sua empresa foi o responsável por organizar a experiência de aprendizado.,"Exite alguma coisa que vocês gostaria de comentar e não teve oportuni-
dade sobre o tema?"
9/9/2025 11:38:22,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",36,Masculino,Pernambuco (PE),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Entre 1 e 2 anos.,Gerente (Foco em pessoas),100 ou mais funcionários (Grande empresa),Gestão de Pessoas / Projetos,Concordo totalmente,Concordo totalmente,Discordo,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Discordo,Discordo totalmente,Concordo totalmente,Discordo,Discordo,Discordo,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo totalmente,"Mestrado em engenharia de software. Porque ajudou no endosso do meu currículo/ experiência na área, a abrir oportunidades internas na empresa que trabalho.","Melhora na grade curricular do mestrado, em formato de trilha da engenharia de software, com maior aprofundamento em pesquisa sobre o tema. Grande parte das aulas são desconexas e superficiais sobre temas que não elevam o nível de conhecimento técnico e de pesquisa dos alunos, que em sua maioria já atua e possui grande experiência na área.",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
9/9/2025 11:47:38,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",40,Masculino,Espírito Santo (ES),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Entre 7 e 8 anos.,Pleno,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Concordo,Neutro,Neutro,Concordo,Discordo totalmente,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Neutro,Concordo,Concordo,Concordo,Concordo,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
9/9/2025 11:55:26,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",39,Masculino,Amazonas (AM),Ensino Superior completo,Entre 5 e 6 anos.,Especialista (Foco técnico),100 ou mais funcionários (Grande empresa),Gestão de Pessoas / Projetos,Neutro,Concordo,Neutro,Neutro,Discordo,Concordo,Concordo,Neutro,Concordo,Discordo totalmente,Neutro,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo,Neutro,Neutro,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,Neutro,Discordo,"Ensino superior, pois foi lá que aprendi o básico da vida profissional.","Que fossem executados com o objetivo de alcançar melhorias internas na empresa, e não apenas para cumprir métricas de avaliação anual.",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
9/9/2025 12:05:29,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",28,Prefiro não responder,Amazonas (AM),Ensino Superior completo,Entre 1 e 2 anos.,Júnior,De 50 a 99 funcionários (Média empresa),Área de dados,Discordo totalmente,Discordo totalmente,Discordo,Discordo totalmente,Discordo totalmente,Neutro,Neutro,Neutro,Concordo totalmente,Discordo totalmente,Discordo,Concordo totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Foi acerto o e com aplicação prática necessária ,Nenhuma,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
9/9/2025 12:07:31,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",33,Masculino,Pernambuco (PE),Ensino Superior completo,Entre 5 e 6 anos.,Sênior,De 50 a 99 funcionários (Média empresa),Desenvolvimento,Neutro,Discordo,Neutro,Discordo,Discordo,Discordo,Neutro,Concordo,Concordo,Concordo,Discordo totalmente,Discordo,Neutro,Neutro,Discordo,Neutro,Neutro,Concordo,Neutro,Discordo,Concordo,Neutro,Concordo,Neutro,Concordo,Concordo,Neutro,"A minha experiência mais recente foi com comunidades online de desenvolvimento, onde pude me especializar em determinados pontos da minha carreira.","Partindo do meu princípio de aprendizado, eu sugeria a implementação de oficinas práticas. Colocar a mão na massa, na minha visão, transforma significativamente a experiência de aprendizado, tornando-a muito melhor. Junto com feedback rapido torna a experiencia poderosa.",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
9/9/2025 12:08:09,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",36,Masculino,Pernambuco (PE),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Gerente (Foco em pessoas),100 ou mais funcionários (Grande empresa),Liderança Técnica,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Discordo,Neutro,Concordo,Concordo totalmente,Concordo,Discordo,Discordo,Discordo totalmente,Concordo,Concordo,Neutro,Concordo,Concordo,Neutro,Concordo,Neutro,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Neutro,Management 3.0 fundamental ,A viabilização de condições de tempo para executar os treinamentos,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
9/9/2025 12:10:07,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",27,Masculino,Paraná (PR),"Pós-graduação incompleta (Especialização, Mestrado ou Doutorado)",Entre 5 e 6 anos.,Sênior,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo totalmente,Concordo,Neutro,Discordo,Discordo,Discordo totalmente,Concordo,Discordo,Concordo totalmente,Discordo,Concordo,Discordo,Neutro,Discordo,Concordo,Concordo,Concordo totalmente,Neutro,Discordo,Discordo totalmente,Neutro,Discordo,Discordo totalmente,Concordo,Discordo totalmente,Discordo totalmente,Discordo totalmente,"Geralmente as experiências de aprendizado úteis vem de forma pessoal, através de pesquisas, livros, artigos, palestras, etc.","Falando de mercado de trabalho, um maior alinhamento entre as experiências da vida real e o conteúdo do que está sendo ensinado",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
9/9/2025 12:15:55,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",25,Masculino,Pernambuco (PE),Ensino Superior completo,Entre 3 e 4 anos.,Em treinamento,De 10 a 49 funcionários (Pequena empresa),Desenvolvimento,Concordo,Concordo,Discordo,Discordo,Neutro,Discordo totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,Neutro,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Neutro,Discordo,Discordo totalmente,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo,Neutro,"Não participei de muitas, mas recentemente a empresa promoveu um curso de estrutura de dados, um conhecimento mais tecnico, é útil porém um curso que eu já tinha visto na faculdade.","Acho que poderia ser algo mais palpável, algo mais prático e não só teoria. Gosto de praticar e aplicar o que aprendi",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
9/9/2025 12:31:40,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",29,Masculino,Ceará (CE),Ensino Superior completo,Entre 5 e 6 anos.,Sênior,De 10 a 49 funcionários (Pequena empresa),Desenvolvimento,Concordo,Concordo,Neutro,Concordo,Neutro,Discordo,Concordo,Neutro,Discordo,Neutro,Discordo,Discordo totalmente,Discordo,Neutro,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo totalmente,Concordo,Discordo,Neutro,Concordo,Neutro,Neutro,Discordo,"Foi um curso de inglês, não necessariamente ligada a área ",,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
9/9/2025 13:24:28,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",30,Masculino,Minas Gerais (MG),Ensino Superior completo,Entre 5 e 6 anos.,Sênior,De 50 a 99 funcionários (Média empresa),Desenvolvimento,Concordo,Neutro,Concordo,Concordo,Concordo,Neutro,Concordo,Concordo,Concordo totalmente,Discordo,Discordo totalmente,Neutro,Concordo,Concordo,Discordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Concordo,Concordo,Concordo,Neutro,Neutro,Concordo,Discordo totalmente,"Clubo do livro. É uma experiência de aprendizado muito enriquecedora, porque você necessáriamente tem que ler capítulos de um livro previamente para que possa discutir essa capítulo junto de pessoas diversas, isso traz uma riqueza enorme de discussões e aprendizado","Toda teoria é de muito importância, mas quando aplicada na pratica é potencializada ainda mais. Acredito que a melhoria é sempre encontrar o meio termo entre teoria e pratica de uma forma que desbloqueio o processo de aprendizagem e fixação da pessoa.",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
9/9/2025 16:07:17,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",22,Feminino,Pernambuco (PE),Ensino Superior completo,Entre 3 e 4 anos.,Pleno,100 ou mais funcionários (Grande empresa),Controle de Qualidade (QA),Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Neutro,Discordo totalmente,Concordo totalmente,Concordo,Concordo,Discordo,Neutro,Concordo,Discordo,Neutro,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Neutro,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,uma preparação de trabalho. Foi completa feita por funcionários internos e dedicados a ouvir e tirar duvidas. Mas houve apenas em uma das empresa que trabalhei.,"conteúdos mais humanos, sem vídeos soltos, slides com musiquinhas e conteúdos genéricos rasos.",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
9/9/2025 17:22:46,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",27,Feminino,Pernambuco (PE),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Entre 7 e 8 anos.,Sênior,De 50 a 99 funcionários (Média empresa),Desenvolvimento,Concordo totalmente,Discordo,Concordo,Concordo,Discordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo,Neutro,Discordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo,Concordo totalmente,Concordo,Discordo,Discordo,Discordo totalmente,Discordo totalmente,"Mestrado, porque me abriu a mente de diversos assunto e me conectou com pessoas muito boas.",Ser mais focado na realidade das empresas,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
9/9/2025 20:07:34,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",23,Feminino,Pernambuco (PE),Ensino Superior completo,Entre 3 e 4 anos.,Júnior,100 ou mais funcionários (Grande empresa),Área de dados,Concordo,Concordo,Neutro,Concordo,Discordo,Discordo totalmente,Neutro,Discordo,Concordo totalmente,Concordo totalmente,Concordo,Neutro,Concordo totalmente,Neutro,Neutro,Discordo,Concordo,Concordo,Discordo,Discordo,Neutro,Discordo,Discordo,Concordo,Neutro,Concordo,Discordo,Foi estudar databricks e azure. Isso porque são ferramentas fortes no meu dia a dia e além de serem ferramentas me impulsionam a saber sobre linguagens que programação e assuntos atrelados.,Acredito que trazendo a complexidade real do dia a dia nos exemplos e juntando aos conceitos teóricos. Ensinando a pensar da maneira direcionada ao conteúdo.,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
9/9/2025 20:46:55,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",39,Masculino,São Paulo (SP),Ensino Superior completo,Entre 7 e 8 anos.,Prefiro não responder,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo,Concordo totalmente,Concordo,Concordo,Neutro,Discordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo,Discordo totalmente,Concordo totalmente,Concordo,Neutro,Neutro,Neutro,Concordo,Concordo,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
9/9/2025 20:47:12,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",29,Masculino,Paraná (PR),Ensino Superior completo,Mais de 8 anos.,Gerente (Foco em pessoas),De 50 a 99 funcionários (Média empresa),Liderança Técnica,Concordo,Concordo,Concordo,Concordo,Neutro,Discordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo totalmente,Discordo totalmente,Concordo,Neutro,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Neutro,Discordo totalmente,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
9/9/2025 21:08:28,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",29,Masculino,Bahia (BA),"Pós-graduação incompleta (Especialização, Mestrado ou Doutorado)",Entre 1 e 2 anos.,Júnior,De 50 a 99 funcionários (Média empresa),DevOps,Concordo totalmente,Discordo,Concordo,Concordo,Neutro,Discordo totalmente,Discordo,Concordo,Discordo,Concordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo totalmente,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Um curso de curta duração (40h) com foco em Kubernetes,"Identificar a demanda interna da empresa > identificar a hard skill associada > Aplicar Teoria (conceitos) + Labs ""mão na massa"" + Certificado. Ex: A empresa precisa criptografar seu serviço de mensageria Kafka. A partir daí, solicita-se um treinamento do Confluent Kafka. Após os conceitos iniciais sobre como a tecnologia funciona, criar laboratórios para aplicar mTLS em ambientes simulados e depois certificar o treinamento",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
9/9/2025 22:47:33,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",32,Feminino,Amazonas (AM),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Entre 3 e 4 anos.,Pleno,100 ou mais funcionários (Grande empresa),Controle de Qualidade (QA),Neutro,Concordo totalmente,Concordo,Neutro,Concordo,Discordo,Concordo,Discordo,Concordo,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo,Discordo,Discordo,Discordo,Discordo,Discordo,Concordo,Discordo,Discordo,Discordo,Discordo,Discordo,Discordo,Discordo,"Nas áreas de atuações onde tenho perspectiva de futuro, onde estava tentando migrar e por ter tido incentivo financeiro foi fundamental para isso ",Acredito que sugerir cursos q sejam do interesse do colaborador e não cursos obrigatórios sem sentido ,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
9/10/2025 8:10:34,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",30,Feminino,Minas Gerais (MG),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Especialista (Foco técnico),100 ou mais funcionários (Grande empresa),DevOps,Concordo totalmente,Concordo,Concordo,Neutro,Neutro,Concordo,Concordo,Concordo totalmente,Neutro,Discordo totalmente,Discordo totalmente,Discordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo,Concordo totalmente,Concordo,Neutro,Neutro,Concordo,Neutro,Discordo totalmente,"Hands on, pois você de fato tem a oportunidade de colocar em prática o que aprendeu, mesmo que seja naquele momento e isso ajuda a fixar os conhecimentos.",Que seja mais no padrão hands on.,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
